FilePath	IFD0:ImageDescription	XMP-iptcExt:ArtworkContentDescription	XMP-iptcExt:PersonInImage	XMP-dc:Subject	XMP-dc:Description	XMP-dc:Creator	XMP-photoshop:CaptionWriter	XMP-photoshop:City	XMP-photoshop:State	XMP-photoshop:Country	XMP-iptcCore:Location	XMP-iptcCore:CountryCode	XMP-iptcCore:SubjectCode	XMP-iptcCore:ExtDescrAccessibility	XMP-lr:HierarchicalSubject	IPTC:CodedCharacterSet	IPTC:ApplicationRecordVersion	IPTC:Keywords	IPTC:City	IPTC:Sub-location	IPTC:Province-State	IPTC:Country-PrimaryLocationCode	IPTC:Country-PrimaryLocationName	IPTC:Caption-Abstract	IPTC:Writer-Editor
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P16_S02.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 16, Scan S02 of 2 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P17_S01.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 17, Scan S01 of 3 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P17_S02.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 17, Scan S02 of 3 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P17_S03.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 17, Scan S03 of 3 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P18_S01.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 18, Scan S01 of 3 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P18_S02.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 18, Scan S02 of 3 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P18_S03.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 18, Scan S03 of 3 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P19_S01.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 19, Scan S01 of 2 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P19_S02.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 19, Scan S02 of 2 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P20_S01.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 20, Scan S01 of 2 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P20_S02.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 20, Scan S02 of 2 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P21_S01.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 21, Scan S01 of 3 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P21_S02.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 21, Scan S02 of 3 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P21_S03.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 21, Scan S03 of 3 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P22_S01.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 22, Scan S01 of 3 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P22_S02.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 22, Scan S02 of 3 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P22_S03.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 22, Scan S03 of 3 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P23_S01.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 23, Scan S01 of 3 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P23_S02.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 23, Scan S02 of 3 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P23_S03.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 23, Scan S03 of 3 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P24_S01.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 24, Scan S01 of 2 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P24_S02.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 24, Scan S02 of 2 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P25_S01.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 25, Scan S01 of 3 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P25_S02.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 25, Scan S02 of 3 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P25_S03.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 25, Scan S03 of 3 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P26_S01.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 26, Scan S01 of 2 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P26_S02.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 26, Scan S02 of 2 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P27_S01.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 27, Scan S01 of 3 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P27_S02.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 27, Scan S02 of 3 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P27_S03.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 27, Scan S03 of 3 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P28_S01.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 28, Scan S01 of 2 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P28_S02.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 28, Scan S02 of 2 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P29_S01.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 29, Scan S01 of 2 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P29_S02.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 29, Scan S02 of 2 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P30_S01.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 30, Scan S01 of 3 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P30_S02.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 30, Scan S02 of 3 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P30_S03.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 30, Scan S03 of 3 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P31_S01.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 31, Scan S01 of 2 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P31_S02.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 31, Scan S02 of 2 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P32_S01.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 32, Scan S01 of 2 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P32_S02.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 32, Scan S02 of 2 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P33_S01.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 33, Scan S01 of 2 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P33_S02.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 33, Scan S02 of 2 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P34_S01.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 34, Scan S01 of 2 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P34_S02.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 34, Scan S02 of 2 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P35_S01.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 35, Scan S01 of 2 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\EasternEuropeSpainMorocco_1988_B00_Archive\EasternEuropeSpainMorocco_1988_B00_P35_S02.tif					EasternEuropeSpainMorocco (1988) - Book 00, Page 35, Scan S02 of 2 total	Audrey D. Cordell												"[""Eastern Europe"", ""Spain"", ""Morocco""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P01_S01.tif					Egypt (1975) - Book 00, Page 01, Scan S01 of 1 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P25_S01.tif					Egypt (1975) - Book 00, Page 25, Scan S01 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P25_S02.tif					Egypt (1975) - Book 00, Page 25, Scan S02 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P26_S01.tif					Egypt (1975) - Book 00, Page 26, Scan S01 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P26_S02.tif					Egypt (1975) - Book 00, Page 26, Scan S02 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P27_S01.tif					Egypt (1975) - Book 00, Page 27, Scan S01 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P27_S02.tif					Egypt (1975) - Book 00, Page 27, Scan S02 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P28_S01.tif					Egypt (1975) - Book 00, Page 28, Scan S01 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P28_S02.tif					Egypt (1975) - Book 00, Page 28, Scan S02 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P29_S01.tif					Egypt (1975) - Book 00, Page 29, Scan S01 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P29_S02.tif					Egypt (1975) - Book 00, Page 29, Scan S02 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P30_S01.tif					Egypt (1975) - Book 00, Page 30, Scan S01 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P30_S02.tif					Egypt (1975) - Book 00, Page 30, Scan S02 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P31_S01.tif					Egypt (1975) - Book 00, Page 31, Scan S01 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P31_S02.tif					Egypt (1975) - Book 00, Page 31, Scan S02 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P32_S01.tif					Egypt (1975) - Book 00, Page 32, Scan S01 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P32_S02.tif					Egypt (1975) - Book 00, Page 32, Scan S02 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P33_S01.tif					Egypt (1975) - Book 00, Page 33, Scan S01 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P33_S02.tif					Egypt (1975) - Book 00, Page 33, Scan S02 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P34_S01.tif					Egypt (1975) - Book 00, Page 34, Scan S01 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P34_S02.tif					Egypt (1975) - Book 00, Page 34, Scan S02 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P35_S01.tif					Egypt (1975) - Book 00, Page 35, Scan S01 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P35_S02.tif					Egypt (1975) - Book 00, Page 35, Scan S02 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P36_S01.tif					Egypt (1975) - Book 00, Page 36, Scan S01 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P36_S02.tif					Egypt (1975) - Book 00, Page 36, Scan S02 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P37_S01.tif					Egypt (1975) - Book 00, Page 37, Scan S01 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P37_S02.tif					Egypt (1975) - Book 00, Page 37, Scan S02 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P38_S01.tif					Egypt (1975) - Book 00, Page 38, Scan S01 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P38_S02.tif					Egypt (1975) - Book 00, Page 38, Scan S02 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P39_S01.tif					Egypt (1975) - Book 00, Page 39, Scan S01 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P39_S02.tif					Egypt (1975) - Book 00, Page 39, Scan S02 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P40_S01.tif					Egypt (1975) - Book 00, Page 40, Scan S01 of 3 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P40_S02.tif					Egypt (1975) - Book 00, Page 40, Scan S02 of 3 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P40_S03.tif					Egypt (1975) - Book 00, Page 40, Scan S03 of 3 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P41_S01.tif					Egypt (1975) - Book 00, Page 41, Scan S01 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P41_S02.tif					Egypt (1975) - Book 00, Page 41, Scan S02 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P42_S01.tif					Egypt (1975) - Book 00, Page 42, Scan S01 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P42_S02.tif					Egypt (1975) - Book 00, Page 42, Scan S02 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P43_S01.tif					Egypt (1975) - Book 00, Page 43, Scan S01 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P43_S02.tif					Egypt (1975) - Book 00, Page 43, Scan S02 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P44_S01.tif					Egypt (1975) - Book 00, Page 44, Scan S01 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P44_S02.tif					Egypt (1975) - Book 00, Page 44, Scan S02 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P45_S01.tif					Egypt (1975) - Book 00, Page 45, Scan S01 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P45_S02.tif					Egypt (1975) - Book 00, Page 45, Scan S02 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
Photo Albums\Egypt_1975_B00_Archive\Egypt_1975_B00_P46_S01.tif					Egypt (1975) - Book 00, Page 46, Scan S01 of 2 total	Audrey D. Cordell												"[""Egypt""]"							
